ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_médian	integres_rg_moyen	places
ESEO_Angers	856	49.4	17.5	621	49.4	21.6	379	49.9	26.9	0	0.0	0.0	0	0	15	
HEI	856	49.4	17.5	750	49.3	19.1	346	49.1	24.9	13	23.1	15.4	290	280	25	
ISEN_Ouest_(Brest)	856	49.4	17.5	757	49.5	18.9	100	49.0	17.0	1	100.0	0.0	75	75	10	
ISEN_Lille	856	49.4	17.5	757	49.5	18.9	99	49.5	17.2	2	0.0	0.0	69	69	25	
ISEN_Méditerrannée_Campus_Toulon										0	0.0	0.0	0	0	15	
ISEN_Méditerrannée_Campus_NÃ®mes										3	33.3	33.3	92	92	10	
Concours concours ISEN MÃ©diterrannÃ©e PC	856	49.4	17.5	757	49.5	18.9	99	49.5	17.2	3					25	
ISEP_Paris	856	49.4	17.5	775	49.3	18.7	125	39.2	28.0	12	0.0	33.3	98	96	20	
UniLaSalle_Beauvais	856	49.4	17.5	772	49.2	18.8	61	54.1	26.2	1	0.0	100.0	61	61	6	
CENTRALE_CASABLANCA__-_CI				0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	2	
EPITA										12	25.0	16.7	60	55	4	
IPSA_Paris										4	25.0	25.0	33	35	4	
IPSA_Toulouse										5	20.0	0.0	24	28	4	
ESME_SUDRIA_Paris										1	0.0	100.0	52	52	10	
Concours EPITA / IPSA / ESME PC	217	32.7	19.4	140	33.6	15.0	97	33.0	15.5	22					22	
CESI_AngoulÃªme										0*	0.0	0.0	0*	0*	8*	
CESI_Arras										2*	0.0	0.0	28*	28*	10*	
CESI_Bordeaux										2*	0.0	50.0	25*	25*	8*	
CESI_Lyon										1*	0.0	0.0	26*	26*	12*	
CESI_Mont-Saint-Aignan										0*	0.0	0.0	0*	0*	8*	
CESI_Nancy										0*	0.0	0.0	0*	0*	8*	
CESI_Nanterre										3*	33.3	66.7	24*	28*	20*	
CESI_Saint-Nazaire										1*	100.0	0.0	43	43	15*	
Concours CESI IngÃ©nieur GÃ©nÃ©raliste	180*	23.3	16.7	96*	27.1	16.7	49*	26.5	22.4	9*					89*	
CESI_Aix-en-Provence										0*	0.0	0.0	0*	0*	2*	
CESI_Arras										0*	0.0	0.0	0*	0*	4*	
CESI_Bordeaux										0*	0.0	0.0	0*	0*	2*	
CESI_La_Rochelle										0*	0.0	0.0	0*	0*	2*	
CESI_Lyon										1*	0.0	0.0	3*	3*	2*	
CESI_Mont-Saint-Aignan										0*	0.0	0.0	0*	0*	2*	
CESI_Nancy										0*	0.0	0.0	0*	0*	2*	
CESI_Nanterre										0*	0.0	0.0	0*	0*	7*	
CESI_Nice_Sophia_Antipolis										0*	0.0	0.0	0*	0*	2*	
CESI_Orléans										0*	0.0	0.0	0*	0*	3*	
CESI_Pau										0*	0.0	0.0	0*	0*	2*	
CESI_Reims										0*	0.0	0.0	0*	0*	2*	
CESI_Saint-Nazaire										0*	0.0	0.0	0*	0*	2*	
CESI_Strasbourg										0*	0.0	0.0	0*	0*	2*	
CESI_Toulouse										0*	0.0	0.0	0	0	3*	
Concours CESI IngÃ©nieur en Informatique	44*	11.4	11.4	30*	13.3	6.7	17*	11.8	0.0	1*					39*	
